Title;ID;Frame;Pearson;ObjPear;Spearman;ObjSp;Overlap;K1;K2;M1;M2;Inters;I1;I2;ICQ;CCFmin;CCFmax;ChR;ChG;ThR;ThG;SiR;SiG;ROI;Ref;Treatment;Feeding;Slide;Series
A405+BODI Prop-Tyr;Blue/Green;0;0.363;-0.034;0.578;-0.074;0.45;0.099;2.052;0.77;0.616;0.5;0.722;0.619;0.358;0.178;0.402;0;1;86.441;8.431;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;5
A405+BODI Prop-Tyr;Blue/Red;0;0.798;0.798;0.609;0.605;0.838;0.362;1.937;0.999;0.986;0.659;0.993;0.662;0.428;0.505;0.855;0;2;15.418;0.00067;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;5
A405+BODI Prop-Tyr;Green/Red;0;0.598;0.597;0.653;0.653;0.672;1.911;0.236;0.996;0.942;0.323;0.995;0.323;0.383;0.369;0.598;1;2;2.1302;0.00067;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;5
A405+BODI Prop-Tyr;Blue/Green;0;0.487;0.487;0.267;0.267;0.632;0.101;3.963;0.93;1;0.838;0.838;1;0.324;0.271;0.528;0;1;0.00255;0.00027;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;6
A405+BODI Prop-Tyr;Blue/Red;0;0.731;0.525;0.799;0.591;0.773;0.482;1.24;0.956;0.916;0.636;0.95;0.658;0.441;0.433;0.809;0;2;81.678;1.6811;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;6
A405+BODI Prop-Tyr;Green/Red;0;0.616;0.616;0.693;0.693;0.687;1.347;0.351;1;0.954;0.332;1;0.332;0.386;0.375;0.616;1;2;1.8242;0.00051;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;6
A405+BODI Prop-Tyr;Blue/Green;0;0.796;0.745;0.711;0.708;0.826;0.099;6.905;0.927;0.988;0.505;0.563;0.832;0.439;0.627;0.796;0;1;7.6817;0.48571;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;7
A405+BODI Prop-Tyr;Blue/Red;0;0.827;0.827;0.701;0.701;0.856;0.349;2.096;1;0.99;0.645;1;0.645;0.452;0.641;0.835;0;2;4.286;0.00042;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;7
A405+BODI Prop-Tyr;Green/Red;0;0.876;0.876;0.678;0.678;0.894;3.102;0.258;1;0.973;0.397;1;0.397;0.464;0.623;0.88;1;2;0.21632;0.00042;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;7
A405+BODI Prop-Tyr;Blue/Green;0;0.798;0.747;0.71;0.71;0.828;0.109;6.293;0.924;0.988;0.502;0.557;0.835;0.439;0.627;0.799;0;1;7.2065;0.49785;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;8
A405+BODI Prop-Tyr;Blue/Red;0;0.814;0.781;0.771;0.777;0.842;0.289;2.458;0.957;0.996;0.566;0.613;0.881;0.448;0.622;0.819;0;2;5.6187;0.64406;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;8
A405+BODI Prop-Tyr;Green/Red;0;0.887;0.887;0.682;0.682;0.904;2.385;0.343;1;0.967;0.431;1;0.431;0.469;0.621;0.891;1;2;0.1687;0.00034;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;8
A405+BODI Prop-Tyr;Blue/Green;0;0.769;0.731;0.656;0.64;0.801;0.077;8.374;0.913;0.991;0.447;0.495;0.82;0.441;0.422;0.784;0;1;5.7633;0.32476;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;9
A405+BODI Prop-Tyr;Blue/Red;0;0.796;0.769;0.75;0.751;0.825;0.254;2.677;0.964;0.996;0.543;0.591;0.87;0.454;0.465;0.799;0;2;5.0578;0.49682;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;9
A405+BODI Prop-Tyr;Green/Red;0;0.908;0.908;0.645;0.645;0.92;2.981;0.284;1;0.972;0.411;1;0.411;0.471;0.44;0.912;1;2;0.1564;0.00087;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;9
A405+BODI Prop-Tyr;Blue/Green;0;0.768;0.728;0.651;0.629;0.8;0.085;7.547;0.909;0.989;0.448;0.502;0.807;0.442;0.42;0.783;0;1;6.1149;0.40681;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;10
A405+BODI Prop-Tyr;Blue/Red;0;0.779;0.749;0.742;0.745;0.809;0.198;3.308;0.96;0.995;0.528;0.572;0.875;0.451;0.445;0.781;0;2;5.221;0.51926;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;10
A405+BODI Prop-Tyr;Green/Red;0;0.914;0.914;0.617;0.617;0.925;2.149;0.398;1;0.966;0.448;1;0.448;0.475;0.435;0.917;1;2;0.17416;0.00174;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;10
A405+BODI Prop-Tyr;Blue/Green;0;0.505;0.505;0.354;0.354;0.578;0.081;4.124;1;1;0.999;0.999;1;0.389;0.425;0.511;0;1;0.01454;0.00016;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;11
A405+BODI Prop-Tyr;Blue/Red;0;0.803;0.803;0.636;0.636;0.838;0.298;2.356;1;0.991;0.737;1;0.737;0.445;0.671;0.843;0;2;4.3625;0.0005;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;11
A405+BODI Prop-Tyr;Green/Red;0;0.582;0.582;0.576;0.576;0.63;1.568;0.253;1;0.97;0.435;1;0.435;0.422;0.453;0.582;1;2;0.44327;0.0005;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;11
A405+BODI Prop-Tyr;Blue/Green;0;0.454;0.283;0.736;0.55;0.502;0.087;2.911;0.874;0.929;0.592;0.763;0.726;0.418;0.372;0.458;0;1;22.699;2.2257;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;12
A405+BODI Prop-Tyr;Blue/Red;0;0.796;0.796;0.668;0.668;0.833;0.232;2.987;1;0.993;0.84;1;0.84;0.445;0.655;0.831;0;2;2.5677;0.00075;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;12
A405+BODI Prop-Tyr;Green/Red;0;0.594;0.594;0.516;0.516;0.643;1.151;0.359;1;0.976;0.61;1;0.61;0.424;0.454;0.594;1;2;0.10378;0.00075;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;12
A405+BODI Prop-Tyr;Blue/Green;0;0.833;0.833;0.527;0.527;0.862;0.087;8.531;1;1;1;1;1;0.448;0.757;0.846;0;1;0.09357;0.00016;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;13
A405+BODI Prop-Tyr;Blue/Red;0;0.829;0.78;0.771;0.756;0.857;0.301;2.438;0.969;0.995;0.595;0.695;0.806;0.451;0.749;0.858;0;2;10.089;0.52447;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;13
A405+BODI Prop-Tyr;Green/Red;0;0.924;0.924;0.666;0.666;0.936;3.073;0.285;1;0.979;0.432;1;0.432;0.481;0.824;0.924;1;2;0.21968;0.00209;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;13
A405+BODI Prop-Tyr;Blue/Green;0;0.829;0.779;0.714;0.706;0.857;0.099;7.375;0.929;0.991;0.514;0.58;0.819;0.451;0.75;0.842;0;1;8.9495;0.51427;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;14
A405+BODI Prop-Tyr;Blue/Red;0;0.818;0.818;0.604;0.604;0.85;0.244;2.967;1;0.989;0.726;1;0.726;0.449;0.737;0.848;0;2;4.5683;0.00376;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;14
A405+BODI Prop-Tyr;Green/Red;0;0.923;0.923;0.66;0.66;0.935;2.35;0.372;1;0.974;0.424;1;0.424;0.482;0.814;0.923;1;2;0.2058;0.00376;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;14
A405+BODI Prop-Tyr;Blue/Green;0;0.779;0.745;0.666;0.697;0.808;0.104;6.279;0.875;0.995;0.397;0.416;0.898;0.432;0.394;0.805;0;1;13.168;0.27601;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;15
A405+BODI Prop-Tyr;Blue/Red;0;0.835;0.803;0.763;0.79;0.859;0.419;1.76;0.938;0.997;0.528;0.553;0.922;0.45;0.42;0.85;0;2;13.8;1.155;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;15
A405+BODI Prop-Tyr;Green/Red;0;0.908;0.908;0.691;0.691;0.92;3.473;0.244;0.999;1;0.837;0.837;1;0.477;0.468;0.908;1;2;0.00019;0.10794;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;15
A405+BODI Prop-Tyr;Blue/Green;0;0.779;0.745;0.659;0.689;0.808;0.112;5.816;0.862;0.994;0.39;0.408;0.897;0.431;0.395;0.802;0;1;14.347;0.33775;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;16
A405+BODI Prop-Tyr;Blue/Red;0;0.828;0.8;0.738;0.755;0.853;0.328;2.217;0.924;0.997;0.503;0.53;0.908;0.447;0.416;0.841;0;2;14.117;1.0048;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;16
A405+BODI Prop-Tyr;Green/Red;0;0.905;0.894;0.745;0.748;0.917;2.539;0.331;0.997;0.987;0.537;0.875;0.581;0.478;0.461;0.905;1;2;0.0695;0.39561;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;16
A405+BODI Prop-Tyr;Blue/Green;0;0.5;0.156;0.721;0.243;0.565;0.107;2.973;0.859;0.801;0.612;0.798;0.725;0.403;0.428;0.518;0;1;64.852;6.7322;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;17
A405+BODI Prop-Tyr;Blue/Red;0;0.817;0.817;0.586;0.586;0.853;0.321;2.265;1;0.986;0.702;1;0.702;0.44;0.702;0.863;0;2;13.397;0.00058;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;17
A405+BODI Prop-Tyr;Green/Red;0;0.686;0.686;0.696;0.696;0.741;1.803;0.305;1;0.952;0.332;1;0.332;0.411;0.571;0.686;1;2;1.2763;0.00058;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;17
A405+BODI Prop-Tyr;Blue/Green;0;0.5;0.172;0.722;0.273;0.564;0.118;2.698;0.865;0.807;0.609;0.805;0.714;0.404;0.423;0.516;0;1;62.033;7.0482;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;18
A405+BODI Prop-Tyr;Blue/Red;0;0.8;0.764;0.732;0.745;0.835;0.255;2.734;0.896;0.996;0.482;0.505;0.913;0.438;0.677;0.844;0;2;17.544;1.0929;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;18
A405+BODI Prop-Tyr;Green/Red;0;0.691;0.691;0.718;0.718;0.745;1.317;0.421;1;0.968;0.34;1;0.34;0.41;0.563;0.691;1;2;1.2334;0.00045;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;18
A405+BODI Prop-Tyr;Blue/Green;0;0.5;0.172;0.722;0.273;0.564;0.118;2.698;0.865;0.807;0.609;0.805;0.714;0.404;0.423;0.516;0;1;62.033;7.0482;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;19
A405+BODI Prop-Tyr;Blue/Red;0;0.8;0.764;0.732;0.745;0.835;0.255;2.734;0.896;0.996;0.482;0.505;0.913;0.438;0.677;0.844;0;2;17.544;1.0929;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;19
A405+BODI Prop-Tyr;Green/Red;0;0.691;0.691;0.718;0.718;0.745;1.317;0.421;1;0.968;0.34;1;0.34;0.41;0.563;0.691;1;2;1.2334;0.00045;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;19
A405+BODI Prop-Tyr;Blue/Green;0;0.503;0.503;0.345;0.345;0.658;0.115;3.775;0.941;1;0.835;0.835;1;0.321;0.43;0.504;0;1;0.00251;0.00027;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;20
A405+BODI Prop-Tyr;Blue/Red;0;0.679;0.264;0.872;0.306;0.726;0.353;1.493;0.914;0.955;0.803;0.877;0.905;0.447;0.54;0.68;0;2;73.495;8.8912;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;20
A405+BODI Prop-Tyr;Green/Red;0;0.609;0.609;0.724;0.724;0.691;1.183;0.404;1;0.954;0.359;1;0.359;0.37;0.437;0.613;1;2;1.9071;0.00045;0;0;-;-;A405+BODIPY;Prop-Tyr;5b bis;20
A405+BODI Prop-Tyr;Blue/Green;0;0.712;0.712;0.613;0.613;0.754;0.104;5.484;1;1;1;1;1;0.445;0.388;0.726;0;1;0.00516;0.00008;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;5
A405+BODI Prop-Tyr;Blue/Red;0;0.873;0.873;0.66;0.66;0.895;0.449;1.784;1;0.988;0.667;1;0.667;0.459;0.479;0.883;0;2;1.6853;0.00094;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;5
A405+BODI Prop-Tyr;Green/Red;0;0.792;0.792;0.7;0.7;0.82;2.933;0.229;1;0.981;0.479;1;0.479;0.469;0.436;0.792;1;2;0.07073;0.00094;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;5
A405+BODI Prop-Tyr;Blue/Green;0;0.718;0.718;0.612;0.612;0.76;0.113;5.11;1;1;0.999;0.999;1;0.445;0.391;0.733;0;1;0.00391;0.00008;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;6
A405+BODI Prop-Tyr;Blue/Red;0;0.865;0.858;0.664;0.631;0.887;0.378;2.084;0.984;0.988;0.542;0.806;0.624;0.458;0.468;0.875;0;2;2.2971;0.20446;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;6
A405+BODI Prop-Tyr;Green/Red;0;0.797;0.797;0.695;0.695;0.825;2.298;0.296;1;0.98;0.611;1;0.611;0.469;0.436;0.797;1;2;0.03141;0.00733;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;6
A405+BODI Prop-Tyr;Blue/Green;0;0.667;0.667;0.562;0.562;0.724;0.052;9.977;1;1;1;1;1;0.4;0.333;0.716;0;1;0.02364;0.00012;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;7
A405+BODI Prop-Tyr;Blue/Red;0;0.735;0.7;0.658;0.599;0.786;0.32;1.934;0.922;0.977;0.528;0.667;0.716;0.426;0.368;0.78;0;2;6.1912;0.23385;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;7
A405+BODI Prop-Tyr;Green/Red;0;0.416;0.38;0.372;0.435;0.433;7.144;0.026;1;0.269;0.118;1;0.118;0.323;0.186;0.417;1;2;5.7827;1.2801;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;7
A405+BODI Prop-Tyr;Blue/Green;0;0.658;0.589;0.691;0.686;0.71;0.06;8.416;0.822;0.983;0.434;0.448;0.933;0.405;0.316;0.705;0;1;5.956;0.25032;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;8
A405+BODI Prop-Tyr;Blue/Red;0;0.734;0.675;0.724;0.698;0.782;0.26;2.347;0.875;0.991;0.514;0.544;0.901;0.425;0.36;0.777;0;2;5.8078;1.2919;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;8
A405+BODI Prop-Tyr;Green/Red;0;0.845;0.816;0.825;0.833;0.869;3.477;0.217;0.998;0.971;0.625;0.939;0.652;0.446;0.47;0.845;1;2;0.01541;0.26417;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;8
A405+BODI Prop-Tyr;Blue/Green;0;0.817;0.78;0.769;0.793;0.854;0.071;10.226;0.909;0.997;0.504;0.52;0.942;0.438;0.449;0.842;0;1;10.438;0.1486;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;9
A405+BODI Prop-Tyr;Blue/Red;0;0.861;0.826;0.794;0.816;0.891;0.263;3.023;0.928;0.998;0.552;0.572;0.939;0.454;0.468;0.887;0;2;11.078;0.85393;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;9
A405+BODI Prop-Tyr;Green/Red;0;0.903;0.89;0.816;0.86;0.922;3.264;0.26;0.999;0.99;0.53;0.945;0.547;0.471;0.528;0.903;1;2;0.04589;0.19808;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;9
A405+BODI Prop-Tyr;Blue/Green;0;0.816;0.773;0.769;0.791;0.853;0.079;9.239;0.904;0.995;0.51;0.527;0.943;0.438;0.447;0.842;0;1;10.987;0.22966;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;10
A405+BODI Prop-Tyr;Blue/Red;0;0.851;0.813;0.783;0.8;0.883;0.213;3.653;0.921;0.998;0.546;0.57;0.926;0.453;0.46;0.877;0;2;11.028;0.85499;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;10
A405+BODI Prop-Tyr;Green/Red;0;0.899;0.899;0.781;0.781;0.919;2.425;0.349;1;1;0.943;0.943;1;0.471;0.521;0.899;1;2;0.00021;0.0817;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;10
A405+BODI Prop-Tyr;Blue/Green;0;0.758;0.604;0.797;0.639;0.799;0.087;7.319;0.895;0.94;0.652;0.693;0.917;0.416;0.677;0.76;0;1;16.345;1.0085;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;11
A405+BODI Prop-Tyr;Blue/Red;0;0.845;0.8;0.786;0.8;0.877;0.348;2.209;0.901;0.998;0.553;0.571;0.946;0.442;0.729;0.853;0;2;8.7382;1.1926;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;11
A405+BODI Prop-Tyr;Green/Red;0;0.871;0.871;0.814;0.814;0.895;3.381;0.237;1;0.979;0.344;1;0.344;0.447;0.759;0.871;1;2;0.0679;0.00037;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;11
A405+BODI Prop-Tyr;Blue/Green;0;0.737;0.558;0.791;0.589;0.781;0.096;6.375;0.891;0.92;0.657;0.704;0.908;0.415;0.659;0.737;0;1;17.87;1.2487;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;12
A405+BODI Prop-Tyr;Blue/Red;0;0.835;0.788;0.776;0.787;0.868;0.294;2.564;0.892;0.997;0.542;0.561;0.94;0.438;0.709;0.844;0;2;9.1012;1.0488;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;12
A405+BODI Prop-Tyr;Green/Red;0;0.851;0.851;0.812;0.812;0.879;2.554;0.303;1;0.98;0.335;1;0.335;0.445;0.734;0.851;1;2;0.11127;0.00031;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;12
A405+BODI Prop-Tyr;Blue/Green;0;0.823;0.797;0.727;0.765;0.852;0.109;6.645;0.895;0.999;0.434;0.444;0.948;0.442;0.392;0.857;0;1;14.836;0.09167;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;16
A405+BODI Prop-Tyr;Blue/Red;0;0.833;0.833;0.62;0.62;0.861;0.251;2.959;1;0.994;0.615;1;0.615;0.455;0.39;0.846;0;2;14.175;0.00219;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;16
A405+BODI Prop-Tyr;Green/Red;0;0.913;0.913;0.748;0.748;0.926;2.118;0.405;1;0.986;0.272;1;0.272;0.48;0.435;0.914;1;2;0.10042;0.00219;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;16
A405+BODI Prop-Tyr;Blue/Green;0;0.827;0.801;0.724;0.764;0.855;0.119;6.134;0.886;0.999;0.428;0.437;0.951;0.441;0.393;0.86;0;1;14.877;0.10906;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;17
A405+BODI Prop-Tyr;Blue/Red;0;0.824;0.792;0.734;0.765;0.853;0.212;3.433;0.909;0.998;0.474;0.496;0.916;0.453;0.377;0.838;0;2;16.258;0.56524;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;17
A405+BODI Prop-Tyr;Green/Red;0;0.913;0.913;0.743;0.743;0.926;1.653;0.519;1;0.975;0.292;1;0.292;0.481;0.428;0.914;1;2;0.05736;0.001;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;17
A405+BODI Prop-Tyr;Blue/Green;0;0.686;0.62;0.597;0.593;0.72;0.079;6.564;0.8;0.977;0.36;0.385;0.851;0.42;0.343;0.741;0;1;13.297;0.53671;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;18
A405+BODI Prop-Tyr;Blue/Red;0;0.739;0.694;0.667;0.668;0.77;0.389;1.526;0.861;0.992;0.427;0.448;0.901;0.434;0.391;0.791;0;2;11.432;1.7041;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;18
A405+BODI Prop-Tyr;Green/Red;0;0.887;0.887;0.733;0.733;0.899;4.178;0.193;1;0.97;0.326;1;0.326;0.464;0.429;0.887;1;2;0.00972;0.00034;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;18
A405+BODI Prop-Tyr;Blue/Green;0;0.68;0.612;0.596;0.586;0.715;0.087;5.883;0.798;0.976;0.362;0.387;0.849;0.416;0.341;0.742;0;1;13.344;0.58657;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;19
A405+BODI Prop-Tyr;Blue/Red;0;0.73;0.687;0.648;0.652;0.762;0.308;1.887;0.842;0.992;0.402;0.421;0.897;0.426;0.38;0.785;0;2;11.204;1.3474;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;19
A405+BODI Prop-Tyr;Green/Red;0;0.889;0.889;0.743;0.743;0.901;3.038;0.267;1;0.971;0.33;1;0.33;0.466;0.423;0.889;1;2;0.0137;0.00028;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;19
A405+BODI Prop-Tyr;Blue/Green;0;0.783;0.661;0.754;0.661;0.814;0.171;3.868;0.909;0.949;0.591;0.671;0.833;0.422;0.412;0.805;0;1;11.476;1.5076;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;20
A405+BODI Prop-Tyr;Blue/Red;0;0.842;0.791;0.826;0.834;0.865;0.626;1.195;0.975;0.996;0.653;0.713;0.887;0.458;0.481;0.848;0;2;7.21;0.90503;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;20
A405+BODI Prop-Tyr;Green/Red;0;0.877;0.877;0.754;0.756;0.895;3.105;0.258;1;0.98;0.297;0.999;0.298;0.448;0.435;0.882;1;2;0.41609;0.00062;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;20
A405+BODI Prop-Tyr;Blue/Green;0;0.788;0.673;0.752;0.669;0.819;0.184;3.633;0.912;0.952;0.586;0.664;0.833;0.423;0.41;0.809;0;1;10.908;1.5111;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;21
A405+BODI Prop-Tyr;Blue/Red;0;0.845;0.796;0.81;0.826;0.868;0.503;1.496;0.968;0.996;0.624;0.676;0.89;0.459;0.476;0.852;0;2;6.933;1.0856;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;21
A405+BODI Prop-Tyr;Green/Red;0;0.883;0.883;0.776;0.776;0.9;2.345;0.346;1;0.978;0.308;1;0.308;0.448;0.432;0.888;1;2;0.32267;0.00048;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;21
A405+BODI Prop-Tyr;Blue/Green;0;0.818;0.818;0.684;0.684;0.839;0.064;11.062;0.895;1;0.601;0.601;1;0.442;0.763;0.821;0;1;0.16421;0.0002;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;22
A405+BODI Prop-Tyr;Blue/Red;0;0.84;0.84;0.654;0.654;0.87;0.292;2.593;1;0.986;0.671;1;0.671;0.455;0.768;0.844;0;2;9.2932;0.00045;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;22
A405+BODI Prop-Tyr;Green/Red;0;0.901;0.891;0.806;0.851;0.916;3.755;0.224;0.999;0.986;0.512;0.961;0.523;0.475;0.788;0.904;1;2;0.01953;0.27909;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;22
A405+BODI Prop-Tyr;Blue/Green;0;0.824;0.824;0.685;0.685;0.852;0.079;9.146;1;0.997;0.598;1;0.598;0.445;0.765;0.824;0;1;10.595;0.00021;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;23
A405+BODI Prop-Tyr;Blue/Red;0;0.833;0.801;0.766;0.766;0.862;0.222;3.352;0.94;0.997;0.557;0.595;0.896;0.454;0.754;0.836;0;2;12.349;0.83795;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;23
A405+BODI Prop-Tyr;Green/Red;0;0.902;0.893;0.786;0.823;0.917;2.541;0.331;0.999;0.983;0.483;0.955;0.494;0.477;0.777;0.904;1;2;0.03131;0.25599;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;23
A405+BODI Prop-Tyr;Blue/Green;0;0.745;0.693;0.648;0.675;0.78;0.079;7.731;0.845;0.988;0.385;0.404;0.893;0.432;0.349;0.792;0;1;13.392;0.38979;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;24
A405+BODI Prop-Tyr;Blue/Red;0;0.806;0.773;0.721;0.736;0.835;0.351;1.986;0.908;0.997;0.475;0.496;0.917;0.451;0.375;0.835;0;2;11.828;0.97978;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;24
A405+BODI Prop-Tyr;Green/Red;0;0.889;0.889;0.756;0.756;0.904;3.793;0.215;1;0.978;0.312;1;0.312;0.47;0.422;0.889;1;2;0.02611;0.00132;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;24
A405+BODI Prop-Tyr;Blue/Green;0;0.746;0.698;0.643;0.673;0.78;0.087;6.976;0.838;0.99;0.374;0.39;0.897;0.431;0.351;0.792;0;1;12.571;0.37327;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;25
A405+BODI Prop-Tyr;Blue/Red;0;0.796;0.762;0.709;0.722;0.826;0.279;2.443;0.899;0.996;0.464;0.486;0.91;0.447;0.368;0.825;0;2;11.645;0.9257;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;25
A405+BODI Prop-Tyr;Green/Red;0;0.896;0.896;0.76;0.76;0.909;2.765;0.299;1;0.979;0.425;1;0.425;0.473;0.423;0.896;1;2;0.00321;0.00143;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;25
A405+BODI Prop-Tyr;Blue/Green;0;0.763;0.672;0.71;0.628;0.803;0.082;7.869;0.887;0.971;0.541;0.623;0.804;0.428;0.628;0.787;0;1;13.853;0.9074;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;26
A405+BODI Prop-Tyr;Blue/Red;0;0.776;0.776;0.701;0.701;0.82;0.24;2.802;1;0.992;0.824;0.999;0.825;0.437;0.638;0.81;0;2;4.1243;0.0004;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;26
A405+BODI Prop-Tyr;Green/Red;0;0.888;0.888;0.704;0.704;0.908;2.696;0.306;1;0.959;0.437;1;0.437;0.459;0.705;0.889;1;2;0.26148;0.0004;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;26
A405+BODI Prop-Tyr;Blue/Green;0;0.781;0.781;0.57;0.57;1;0;8;1;1;1;1;1;0.424;0.648;0.803;0;1;0.07453;0.00019;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;27
A405+BODI Prop-Tyr;Blue/Red;0;0.772;0.772;0.696;0.694;1;0;3;1;0.993;1;1;0.804;0.434;0.63;0.807;0;2;4.7572;0.00032;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;27
A405+BODI Prop-Tyr;Green/Red;0;0.893;0.893;0.715;0.715;1;2;0;1;0.967;0;1;0.443;0.463;0.702;0.895;1;2;0.25814;0.00032;0;0;-;-;A405+BODIPY;Prop-Tyr;5b;27
A405+BODI Prop-Lys;Blue/Green;0;0.36;-0.018;0.593;-0.063;0.453;0.114;2;1;1;1;1;1;0.352;0.307;0.37;0;1;73.495;8.8912;0;0;-;-;A405+BODIPY;Prop-Lys;6a bis;1
